"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Month"	"Month Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"< 1 year"	"1"	"Female"	"F"	"Feb., 2021 (provisional)"	"2021/02"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	330	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Feb., 2021 (provisional)"	"2021/02"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	134	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Feb., 2021 (provisional)"	"2021/02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	86	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Feb., 2021 (provisional)"	"2021/02"	"All other diseases (Residual) "	"GR113-111"	25	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Feb., 2021 (provisional)"	"2021/02"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	39	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Feb., 2021 (provisional)"	"2021/02"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	37	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Feb., 2021 (provisional)"	"2021/02"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	32	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Mar., 2021 (provisional)"	"2021/03"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	365	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Mar., 2021 (provisional)"	"2021/03"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	165	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Mar., 2021 (provisional)"	"2021/03"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	104	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Mar., 2021 (provisional)"	"2021/03"	"All other diseases (Residual) "	"GR113-111"	13	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Mar., 2021 (provisional)"	"2021/03"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	59	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Mar., 2021 (provisional)"	"2021/03"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	52	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Mar., 2021 (provisional)"	"2021/03"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	48	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Apr., 2021 (provisional)"	"2021/04"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	18	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Apr., 2021 (provisional)"	"2021/04"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	396	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Apr., 2021 (provisional)"	"2021/04"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	170	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Apr., 2021 (provisional)"	"2021/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	106	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Apr., 2021 (provisional)"	"2021/04"	"All other diseases (Residual) "	"GR113-111"	24	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Apr., 2021 (provisional)"	"2021/04"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	41	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Apr., 2021 (provisional)"	"2021/04"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	36	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Apr., 2021 (provisional)"	"2021/04"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	35	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Apr., 2021 (provisional)"	"2021/04"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	12	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Apr., 2021 (provisional)"	"2021/04"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	10	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"May, 2021 (provisional)"	"2021/05"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	12	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"May, 2021 (provisional)"	"2021/05"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	10	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"May, 2021 (provisional)"	"2021/05"	"Other heart diseases (I26-I51)"	"GR113-064"	10	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"May, 2021 (provisional)"	"2021/05"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	10	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"May, 2021 (provisional)"	"2021/05"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	375	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"May, 2021 (provisional)"	"2021/05"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	173	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"May, 2021 (provisional)"	"2021/05"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	84	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"May, 2021 (provisional)"	"2021/05"	"All other diseases (Residual) "	"GR113-111"	19	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"May, 2021 (provisional)"	"2021/05"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	46	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"May, 2021 (provisional)"	"2021/05"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	41	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"May, 2021 (provisional)"	"2021/05"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	40	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jun., 2021 (provisional)"	"2021/06"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	10	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jun., 2021 (provisional)"	"2021/06"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	15	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jun., 2021 (provisional)"	"2021/06"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	10	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jun., 2021 (provisional)"	"2021/06"	"Other heart diseases (I26-I51)"	"GR113-064"	10	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jun., 2021 (provisional)"	"2021/06"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	308	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jun., 2021 (provisional)"	"2021/06"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	167	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jun., 2021 (provisional)"	"2021/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	99	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jun., 2021 (provisional)"	"2021/06"	"All other diseases (Residual) "	"GR113-111"	30	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jun., 2021 (provisional)"	"2021/06"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	39	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jun., 2021 (provisional)"	"2021/06"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	31	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jun., 2021 (provisional)"	"2021/06"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	28	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jun., 2021 (provisional)"	"2021/06"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	10	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jun., 2021 (provisional)"	"2021/06"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	10	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jul., 2021 (provisional)"	"2021/07"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	10	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jul., 2021 (provisional)"	"2021/07"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	351	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jul., 2021 (provisional)"	"2021/07"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	172	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jul., 2021 (provisional)"	"2021/07"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	101	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jul., 2021 (provisional)"	"2021/07"	"All other diseases (Residual) "	"GR113-111"	14	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jul., 2021 (provisional)"	"2021/07"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	47	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jul., 2021 (provisional)"	"2021/07"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	42	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jul., 2021 (provisional)"	"2021/07"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	38	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Aug., 2021 (provisional)"	"2021/08"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	16	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Aug., 2021 (provisional)"	"2021/08"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	14	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Aug., 2021 (provisional)"	"2021/08"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	354	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Aug., 2021 (provisional)"	"2021/08"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	147	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Aug., 2021 (provisional)"	"2021/08"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	106	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Aug., 2021 (provisional)"	"2021/08"	"All other diseases (Residual) "	"GR113-111"	18	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Aug., 2021 (provisional)"	"2021/08"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	55	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Aug., 2021 (provisional)"	"2021/08"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	48	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Aug., 2021 (provisional)"	"2021/08"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	40	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Aug., 2021 (provisional)"	"2021/08"	"#COVID-19 (U07.1)"	"GR113-137"	10	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2021 (provisional)"	"2021/09"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	15	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2021 (provisional)"	"2021/09"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	16	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2021 (provisional)"	"2021/09"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	13	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2021 (provisional)"	"2021/09"	"Other heart diseases (I26-I51)"	"GR113-064"	13	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2021 (provisional)"	"2021/09"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	11	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2021 (provisional)"	"2021/09"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	362	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2021 (provisional)"	"2021/09"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	189	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2021 (provisional)"	"2021/09"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	105	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2021 (provisional)"	"2021/09"	"All other diseases (Residual) "	"GR113-111"	17	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2021 (provisional)"	"2021/09"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	54	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2021 (provisional)"	"2021/09"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	50	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2021 (provisional)"	"2021/09"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	45	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2021 (provisional)"	"2021/09"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	11	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2021 (provisional)"	"2021/09"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	11	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Oct., 2021 (provisional)"	"2021/10"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	12	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Oct., 2021 (provisional)"	"2021/10"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	15	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Oct., 2021 (provisional)"	"2021/10"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	11	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Oct., 2021 (provisional)"	"2021/10"	"Other heart diseases (I26-I51)"	"GR113-064"	10	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Oct., 2021 (provisional)"	"2021/10"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	364	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Oct., 2021 (provisional)"	"2021/10"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	158	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Oct., 2021 (provisional)"	"2021/10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	79	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Oct., 2021 (provisional)"	"2021/10"	"All other diseases (Residual) "	"GR113-111"	27	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Oct., 2021 (provisional)"	"2021/10"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death (999)"	"GR113-999"	89	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Nov., 2021 (provisional)"	"2021/11"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	13	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Nov., 2021 (provisional)"	"2021/11"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	13	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Nov., 2021 (provisional)"	"2021/11"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	303	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Nov., 2021 (provisional)"	"2021/11"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	142	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Nov., 2021 (provisional)"	"2021/11"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	93	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Nov., 2021 (provisional)"	"2021/11"	"All other diseases (Residual) "	"GR113-111"	19	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Nov., 2021 (provisional)"	"2021/11"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death (999)"	"GR113-999"	53	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Dec., 2021 (provisional)"	"2021/12"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	13	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Dec., 2021 (provisional)"	"2021/12"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	15	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Dec., 2021 (provisional)"	"2021/12"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	11	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Dec., 2021 (provisional)"	"2021/12"	"Other heart diseases (I26-I51)"	"GR113-064"	10	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Dec., 2021 (provisional)"	"2021/12"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	291	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Dec., 2021 (provisional)"	"2021/12"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	156	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Dec., 2021 (provisional)"	"2021/12"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	111	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Dec., 2021 (provisional)"	"2021/12"	"All other diseases (Residual) "	"GR113-111"	22	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Dec., 2021 (provisional)"	"2021/12"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death (999)"	"GR113-999"	59	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2021 (provisional)"	"2021/01"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	12	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2021 (provisional)"	"2021/01"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	11	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2021 (provisional)"	"2021/01"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	479	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2021 (provisional)"	"2021/01"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	160	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2021 (provisional)"	"2021/01"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	117	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2021 (provisional)"	"2021/01"	"All other diseases (Residual) "	"GR113-111"	23	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2021 (provisional)"	"2021/01"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	66	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2021 (provisional)"	"2021/01"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	61	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2021 (provisional)"	"2021/01"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	59	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2021 (provisional)"	"2021/01"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	11	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2021 (provisional)"	"2021/01"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	10	Not Applicable	Not Applicable
