"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Month"	"Month Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"< 1 year"	"1"	"Female"	"F"	"Feb., 2020"	"2020/02"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	23	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Feb., 2020"	"2020/02"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	17	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Feb., 2020"	"2020/02"	"Other heart diseases (I26-I51)"	"GR113-064"	17	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Feb., 2020"	"2020/02"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	15	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Feb., 2020"	"2020/02"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	397	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Feb., 2020"	"2020/02"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	144	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Feb., 2020"	"2020/02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	95	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Feb., 2020"	"2020/02"	"All other diseases (Residual) "	"GR113-111"	20	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Feb., 2020"	"2020/02"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	38	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Feb., 2020"	"2020/02"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	36	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Feb., 2020"	"2020/02"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	34	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Mar., 2020"	"2020/03"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	22	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Mar., 2020"	"2020/03"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	18	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Mar., 2020"	"2020/03"	"Other heart diseases (I26-I51)"	"GR113-064"	18	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Mar., 2020"	"2020/03"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	16	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Mar., 2020"	"2020/03"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	329	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Mar., 2020"	"2020/03"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	149	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Mar., 2020"	"2020/03"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	96	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Mar., 2020"	"2020/03"	"All other diseases (Residual) "	"GR113-111"	29	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Mar., 2020"	"2020/03"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	40	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Mar., 2020"	"2020/03"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	36	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Mar., 2020"	"2020/03"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	30	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Apr., 2020"	"2020/04"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	11	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Apr., 2020"	"2020/04"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	325	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Apr., 2020"	"2020/04"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	147	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Apr., 2020"	"2020/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	78	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Apr., 2020"	"2020/04"	"All other diseases (Residual) "	"GR113-111"	25	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Apr., 2020"	"2020/04"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	36	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Apr., 2020"	"2020/04"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	35	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Apr., 2020"	"2020/04"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	29	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"May, 2020"	"2020/05"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	12	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"May, 2020"	"2020/05"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	375	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"May, 2020"	"2020/05"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	148	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"May, 2020"	"2020/05"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	87	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"May, 2020"	"2020/05"	"All other diseases (Residual) "	"GR113-111"	16	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"May, 2020"	"2020/05"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	41	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"May, 2020"	"2020/05"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	39	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"May, 2020"	"2020/05"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	36	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jun., 2020"	"2020/06"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	13	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jun., 2020"	"2020/06"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	377	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jun., 2020"	"2020/06"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	162	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jun., 2020"	"2020/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	77	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jun., 2020"	"2020/06"	"All other diseases (Residual) "	"GR113-111"	25	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jun., 2020"	"2020/06"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	57	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jun., 2020"	"2020/06"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	52	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jun., 2020"	"2020/06"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	51	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jul., 2020"	"2020/07"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	16	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jul., 2020"	"2020/07"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	370	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jul., 2020"	"2020/07"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	153	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jul., 2020"	"2020/07"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	77	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jul., 2020"	"2020/07"	"All other diseases (Residual) "	"GR113-111"	13	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jul., 2020"	"2020/07"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	50	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jul., 2020"	"2020/07"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	45	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Jul., 2020"	"2020/07"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	45	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Aug., 2020"	"2020/08"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	15	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Aug., 2020"	"2020/08"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	10	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Aug., 2020"	"2020/08"	"Other heart diseases (I26-I51)"	"GR113-064"	10	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Aug., 2020"	"2020/08"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	345	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Aug., 2020"	"2020/08"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	192	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Aug., 2020"	"2020/08"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	96	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Aug., 2020"	"2020/08"	"All other diseases (Residual) "	"GR113-111"	18	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Aug., 2020"	"2020/08"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	46	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Aug., 2020"	"2020/08"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	42	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Aug., 2020"	"2020/08"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	40	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2020"	"2020/09"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	14	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2020"	"2020/09"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	10	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2020"	"2020/09"	"Other heart diseases (I26-I51)"	"GR113-064"	10	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2020"	"2020/09"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	10	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2020"	"2020/09"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	313	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2020"	"2020/09"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	160	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2020"	"2020/09"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	91	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2020"	"2020/09"	"All other diseases (Residual) "	"GR113-111"	23	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2020"	"2020/09"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	41	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2020"	"2020/09"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	39	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Sep., 2020"	"2020/09"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	37	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Oct., 2020"	"2020/10"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	19	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Oct., 2020"	"2020/10"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	12	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Oct., 2020"	"2020/10"	"Other heart diseases (I26-I51)"	"GR113-064"	12	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Oct., 2020"	"2020/10"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	11	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Oct., 2020"	"2020/10"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	339	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Oct., 2020"	"2020/10"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	165	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Oct., 2020"	"2020/10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	85	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Oct., 2020"	"2020/10"	"All other diseases (Residual) "	"GR113-111"	19	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Oct., 2020"	"2020/10"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	43	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Oct., 2020"	"2020/10"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	41	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Oct., 2020"	"2020/10"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	38	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Nov., 2020"	"2020/11"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	21	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Nov., 2020"	"2020/11"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	15	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Nov., 2020"	"2020/11"	"Other heart diseases (I26-I51)"	"GR113-064"	15	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Nov., 2020"	"2020/11"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	15	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Nov., 2020"	"2020/11"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	317	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Nov., 2020"	"2020/11"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	167	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Nov., 2020"	"2020/11"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	105	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Nov., 2020"	"2020/11"	"All other diseases (Residual) "	"GR113-111"	15	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Nov., 2020"	"2020/11"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	43	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Nov., 2020"	"2020/11"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	37	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Nov., 2020"	"2020/11"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	35	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Dec., 2020"	"2020/12"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	322	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Dec., 2020"	"2020/12"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	142	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Dec., 2020"	"2020/12"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	94	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Dec., 2020"	"2020/12"	"All other diseases (Residual) "	"GR113-111"	18	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Dec., 2020"	"2020/12"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	39	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Dec., 2020"	"2020/12"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	39	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Dec., 2020"	"2020/12"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	37	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2020"	"2020/01"	"#Septicemia (A40-A41)"	"GR113-010"	10	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2020"	"2020/01"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	14	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2020"	"2020/01"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	24	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2020"	"2020/01"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	17	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2020"	"2020/01"	"Other heart diseases (I26-I51)"	"GR113-064"	15	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2020"	"2020/01"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	14	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2020"	"2020/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	20	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2020"	"2020/01"	"Pneumonia (J12-J18)"	"GR113-078"	16	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2020"	"2020/01"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	451	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2020"	"2020/01"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	176	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2020"	"2020/01"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	126	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2020"	"2020/01"	"All other diseases (Residual) "	"GR113-111"	24	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2020"	"2020/01"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	60	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2020"	"2020/01"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	57	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2020"	"2020/01"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	56	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2020"	"2020/01"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	18	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Jan., 2020"	"2020/01"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	18	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Feb., 2020"	"2020/02"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	15	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Feb., 2020"	"2020/02"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	16	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Feb., 2020"	"2020/02"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	10	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Feb., 2020"	"2020/02"	"Other heart diseases (I26-I51)"	"GR113-064"	10	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Feb., 2020"	"2020/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	15	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Feb., 2020"	"2020/02"	"Pneumonia (J12-J18)"	"GR113-078"	12	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Feb., 2020"	"2020/02"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	11	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Feb., 2020"	"2020/02"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	413	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Feb., 2020"	"2020/02"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	188	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Feb., 2020"	"2020/02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	119	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Feb., 2020"	"2020/02"	"All other diseases (Residual) "	"GR113-111"	31	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Feb., 2020"	"2020/02"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	56	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Feb., 2020"	"2020/02"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	53	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Feb., 2020"	"2020/02"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	53	Not Applicable	Not Applicable
